fid,sbpltnm,tag,species,quadrnt,tag6,lianas_2019,notes_2019,notes_2025,liana_tag_1,liana_tag_2,liana_tag_3,liana_tag_4,liana_tag_5,infestation_type,mode_l1,mode_l2,mode_l3,mode_l4,mode_l5,five_plus,x,y,priority
611,20,207921,Tabernaemontana arborea,1115,207921,100,NA,NA,01110754,NA,NA,NA,NA,Both,twining,twining,scrambling,NA,NA,NA,-79.8530817366722,9.15402971443127,completed
547,20,207939,Cordia bicolor,1115,207939,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8530535470586,9.15407938971941,NA
590,20,207942,Protium tenuifolium,1115,207942,100,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8530210007413,9.15404746972435,NA
438,19,211196,Trichilia tuberculata,1007,211196,75,NA,NA,0110348,NA,NA,NA,NA,Both,twining,twining,scrambling,scrambling,NA,NA,-79.8534239274218,9.15251256240706,completed
136,19,211309,Simarouba amara,1007,211309,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853320514983,9.15255233309483,NA
177,19,211409,Tocoyena pittieri,1008,211409,0,NA,NA,NA,NA,NA,NA,NA,Both,scrambling,scrambling,NA,NA,NA,NA,-79.8533859385667,9.15273382163008,completed
656,19,211432,Alseis blackiana,1008,211432,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533791877274,9.15282045272749,completed
73,19,211500,Pouteria reticulata,1008,211500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853308245036,9.15269125265421,NA
217,19,211619,Triplaris cumingiana,1008,211619,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532677422908,9.15267805359225,NA
163,20,212886,Tachigali versicolor,1014,212886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532312301872,9.15382236128488,NA
295,20,212914,Simarouba amara,1014,212914,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532452244723,9.15373689186789,NA
308,20,212939,Trichilia tuberculata,1015,212939,5,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533784043964,9.15398412464245,completed
512,20,213039,Alseis blackiana,1015,213039,100,NA,NA,NA,NA,NA,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8532489104516,9.15404016358697,completed
423,20,213097,Guarea guidonia,1015,213097,60,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532137980324,9.1540036281142,NA
185,20,213134,Trichilia tuberculata,1015,213134,0,NA,NA,NA,NA,NA,NA,NA,Both,adhesive_roots,NA,NA,NA,NA,NA,-79.853206583632,9.15392555100094,completed
626,18,213885,Trichilia tuberculata,1019,213885,100,NA,Could not find the tag but 90% sure this is the correct tree.,01100916,NA,NA,NA,NA,Direct,twining,scrambling,adhesive_roots,NA,NA,NA,-79.8533076009824,9.1546630043722,completed
389,18,213914,Virola sebifera,1019,213914,25,NA,NA,10342,10341,NA,NA,NA,Direct,scrambling,scrambling,twining,NA,NA,NA,-79.8532340370454,9.15470835639205,completed
418,18,214063,Tachigali versicolor,1020,214063,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532618495526,9.15489756103727,NA
155,18,214181,Tabernaemontana arborea,1020,214181,0,broken crown,Tree not looking healthy,NA,NA,NA,NA,NA,Both,twining,twining,adhesive_roots,NA,NA,NA,-79.8531674628997,9.15488878619326,completed
64,18,218488,Poulsenia armata,919,218488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853507060925807,9.15468726569929,NA
52,18,218546,Ocotea cernua,919,218546,0,fallen tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8534811129136,9.15475059393008,NA
580,18,218680,Pouteria reticulata,919,218680,100,NA,NA,10569,NA,NA,NA,NA,Direct,scrambling,twining,adhesive_roots,adhesive_roots,NA,NA,-79.8533584662887,9.15469195367829,completed
627,18,218826,Trichilia tuberculata,920,218826,100,NA,NA,12263,10579,NA,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8534280488923,9.15490978555734,completed
483,18,218882,Simarouba amara,920,218882,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533575064422,9.15497243806173,NA
439,14,227004,Virola sebifera,712,227004,75,NA,NA,0107481,NA,NA,NA,NA,Direct,scrambling,scrambling,twining,NA,NA,NA,-79.8539052348696,9.15356391874742,completed
154,14,227131,Tabernaemontana arborea,712,227131,0,fallen tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537802522641,9.15354501144376,dead
403,14,227168,Cordia bicolor,712,227168,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537693320626,9.1534179383442,NA
552,14,227197,Guarea grandifolia,713,227197,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853929114009,9.15368511638975,NA
397,14,227348,Simarouba amara,713,227348,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853760450022,9.15374157732593,NA
169,15,228441,Tetragastris panamensis,719,228441,0,NA,"This is a dense plot, the lianas reach halfway up trunk, but seem to stop there.",NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.853861024282807,9.15466904309015,completed
618,15,228511,Tetragastris panamensis,719,228511,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538000960487,9.15474289565351,dead
612,15,228557,Tachigali versicolor,719,228557,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537223349749,9.15465145958441,NA
537,15,228589,Beilschmiedia pendula,720,228589,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538474965955,9.15496989493053,NA
760,15,228661,Guatteria dumetorum,720,228661,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853831932112,9.15484537223454,NA
574,15,228686,Jacaranda copaia,720,228686,100,broken crown,NA,01070716,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,scrambling,-79.8537901687665,9.15494343083199,completed
575,15,228747,Jacaranda copaia,720,228747,100,broken crown,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8537272875949,9.15494482233457,completed
384,11,230878,Guatteria dumetorum,605,230878,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8540888355688,9.15225379716988,NA
536,11,231066,Astronium graveolens,606,231066,100,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539987496925,9.15248044910875,NA
416,11,231110,Swartzia simplex,606,231110,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8540099788174,9.15231977504529,NA
508,14,232052,Alseis blackiana,612,232052,100,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,prehensile_branches,scrambling,scrambling,NA,NA,-79.8541263839228,9.15346588260662,completed
244,14,232175,Zanthoxylum panamense,612,232175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539816230968,9.15349061414527,NA
240,15,233400,Zanthoxylum ekmanii,619,233400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854035444334,9.15473132783019,NA
625,15,233449,Trichilia tuberculata,619,233449,100,NA,NA,07826,07824,0106607,NA,NA,Direct,NA,NA,NA,NA,NA,twining,-79.8539464522697,9.15477522925926,completed
643,15,233543,Virola sebifera,620,233543,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8540667690256,9.15500028820829,dead
50,15,233621,Nectandra cissiflora,620,233621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539465251304,9.15492544466569,NA
135,15,233694,Simarouba amara,620,233694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8539072207075,9.15485346970267,NA
436,11,235889,Quararibea asterolepis,505,235889,75,NA,NA,NA,NA,NA,NA,NA,Both,twining,NA,NA,NA,NA,NA,-79.8543042746036,9.15228948317087,completed
759,11,235969,Guatteria dumetorum,505,235969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8541742598853,9.15230930845392,NA
243,8,236864,Zanthoxylum panamense,511,236864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8542776032915,9.15336265325375,NA
370,8,236900,Simarouba amara,511,236900,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854226866867,9.15330475160136,NA
63,8,236970,Poulsenia armata,511,236970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8541751955614,9.15337440754823,NA
393,8,242231,Prioria copaifera,411,242231,40,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8544229106116,9.15324654570044,completed
17,8,242255,Inga marginata,411,242255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854369030158,9.15330164527044,NA
349,8,242339,Inga sapindoides,412,242339,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854474044928807,9.15344562591021,NA
642,8,242362,Virola sebifera,412,242362,100,NA,Stump where it should be,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8544688827945,9.1534879729121,dead
506,8,242466,Alseis blackiana,412,242466,100,NA,NA,NA,NA,NA,NA,NA,Both,scrambling,scrambling,NA,NA,NA,NA,-79.8543938186711,9.15342287532861,completed
602,8,242506,Sapium glandulosum,412,242506,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8543528055445,9.15357615958406,NA
692,5,247264,Beilschmiedia pendula,312,247264,0,NA,NA,NA,NA,NA,NA,NA,Direct,scrambling,adhesive_roots,NA,NA,NA,NA,-79.8546436293719,9.15359189435357,completed
529,5,247380,Apeiba membranacea,312,247380,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8545769081066,9.15344655625565,NA
655,5,247438,Alseis blackiana,312,247438,0,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8545199780696,9.15356127053657,dead
484,5,252055,Tabernaemontana arborea,211,252055,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8548379037884,9.15325310735444,NA
732,5,252059,Cordia bicolor,211,252059,0,broken crown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8548507374482,9.15332685893083,NA
352,5,252102,Swartzia simplex,211,252102,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8548051995301,9.15330171792324,NA
435,5,252111,Prioria copaifera,211,252111,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854797077792,9.15327428276179,dead
262,5,252125,Cordia bicolor,211,252125,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854732701502,9.15324123541402,NA
544,5,252149,Cordia bicolor,211,252149,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8547386841169,9.15335365487886,NA
261,5,252185,Cordia bicolor,211,252185,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8546894436181,9.15333019245319,NA
641,1,258611,Virola sebifera,120,258611,100,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,scrambling,-79.8548812930533,9.15491151495842,completed
315,1,258702,Virola sebifera,121,258702,5,NA,NA,01010923,NA,NA,NA,NA,Both,scrambling,twining,adhesive_roots,NA,NA,NA,-79.8549573731713,9.1551259570789,completed
97,1,263425,Quararibea asterolepis,20,263425,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8551243789658,9.15503957486739,completed
319,1,263448,Zanthoxylum acuminatum,20,263448,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8551195670032,9.15494529520429,NA
707,1,263536,Cassipourea elliptica,20,263536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8550447719557,9.15505032784301,NA
287,1,263544,Protium tenuifolium,20,263544,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8550183319904,9.15502586357505,NA
500,1,263675,Virola sebifera,21,263675,95,NA,NA,01001093,NA,NA,NA,NA,Direct,twining,scrambling,prehensile_branches,adhesive_roots,adhesive_roots,NA,-79.8550485746306,9.15509661226329,completed
383,1,263687,Guatteria dumetorum,21,263687,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8550612772942,9.15514864179254,NA
607,5,267283,Tabebuia guayacan,212,267283,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8548379520474,9.15353091304747,NA
454,15,272595,Platymiscium pinnatum,719,272595,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853742050669,9.1546603023635,NA
329,83,308258,Lacmellea panamensis,4306,308258,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8473046719357,9.15216082334347,NA
71,1,400788,Pourouma bicolor,20,400788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8550607469161,9.15496040401634,NA
469,1,400820,Cordia bicolor,21,400820,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.855098366764,9.15510471109919,NA
548,28,401981,Cordia bicolor,1605,401981,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8522398989871,9.15213940764453,NA
571,8,405275,Inga marginata,512,405275,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8543013556262,9.15353814042992,NA
710,8,405283,Cecropia insignis,512,405283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8542578001419,9.1535338822781,NA
713,14,407462,Cecropia insignis,712,407462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8538621900803,9.15339317716539,NA
714,18,409488,Cecropia insignis,920,409488,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8534939827287,9.15489945339688,NA
716,23,414129,Cecropia insignis,1404,414129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8525812188368,9.15199133744624,NA
733,23,414136,Cordia bicolor,1404,414136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8525622843025,9.15201147905566,NA
652,31,416186,Zanthoxylum panamense,1607,416186,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8523327096506,9.15247117515195,NA
41,31,416230,Laetia procera,1607,416230,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8522511567161,9.15253615215421,NA
28,40,421138,Jacaranda copaia,2103,421138,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8513905413688,9.15175277381964,completed
20,65,433296,Inga marginata,3312,433296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491410150456,9.15338691090158,NA
246,68,434210,Zanthoxylum panamense,3415,434210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.849009523988,9.15385370111493,NA
572,69,434238,Inga punctata,3417,434238,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8489707216274,9.15412288992066,NA
3,69,435304,Miconia argentea,3516,435304,25,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8487648942524,9.15402238884746,completed
444,77,440922,Cecropia insignis,4020,440922,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8478336640752,9.15474948728726,NA
573,5,502291,Jacaranda copaia,211,502291,100,NA,NA,07981,07980,07986,0101626,0102631,Both,NA,NA,NA,NA,NA,scrambling,-79.8547408297805,9.1533953564504,completed
153,5,502301,Tabernaemontana arborea,211,502301,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8547047390657,9.15328458471823,completed
712,11,505099,Cecropia insignis,505,505099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8543076118725,9.15214572276623,NA
711,11,505102,Cecropia insignis,505,505102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854274027848,9.15214272287943,NA
719,23,513042,Cecropia insignis,1304,513042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528715859159,9.15199438899783,NA
651,28,515072,Zanthoxylum panamense,1505,515072,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8524628724176,9.15216812282779,NA
245,28,515100,Zanthoxylum panamense,1505,515100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8524363368191,9.15217170686524,NA
179,28,515114,Trattinnickia aspera,1505,515114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8523764092833,9.15211619394097,NA
296,36,519112,Simarouba amara,1908,519112,5,NA,NA,10239,10241,10244,NA,NA,Both,NA,NA,NA,NA,NA,NA,-79.8516904717742,9.15273255073424,completed
55,77,539281,Ocotea oblonga,3921,539281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8479730697613,9.15482320204143,NA
715,23,613031,Cecropia insignis,1305,613031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528968281344,9.15210296651465,NA
718,23,613037,Cecropia insignis,1305,613037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528763368364,9.15216648810169,NA
717,23,613049,Cecropia insignis,1305,613049,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8528536646737,9.15213853764048,NA
235,36,618074,Vochysia ferruginea,1808,618074,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8519475170232,9.15277604730616,NA
722,68,633185,Cecropia insignis,3315,633185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491383388328,9.15386731670649,NA
763,68,633191,Guazuma ulmifolia,3315,633191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491073208313,9.15386893178458,NA
723,68,633195,Cecropia insignis,3315,633195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491470103595,9.15385405065373,NA
650,68,633201,Zanthoxylum ekmanii,3315,633201,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.849090008161,9.15384388579692,NA
762,68,633214,Guazuma ulmifolia,3315,633214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8491047547514,9.15386431632629,NA
36,68,633223,Jacaranda copaia,3315,633223,0,NA,No direct infestation but crown not visible so assuming lianas spreading to the top of trunk are reaching the crown.,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8490742569683,9.15387680835843,completed
239,1,700477,Zanthoxylum ekmanii,20,700477,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8550984907053,9.15499974721141,NA
476,5,703146,Pourouma bicolor,311,703146,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8546254633333,9.15341298578244,NA
260,5,703215,Cordia alliodora,312,703215,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8545767121123,9.15342664153447,NA
578,5,703223,Ocotea oblonga,312,703223,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8545751555193,9.15347002152308,NA
351,11,706056,Pourouma bicolor,606,706056,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.854003684615,9.15244442803508,NA
725,23,713072,Cecropia obtusifolia,1305,713072,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.852723159712,9.15209590676463,NA
690,40,721070,Attalea butyracea,2104,721070,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8513806082032,9.1518772978356,NA
726,47,722048,Cecropia obtusifolia,2202,722048,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8511927292335,9.15150505969441,NA
35,65,832305,Jacaranda copaia,3211,832305,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8492889588128,9.15321769117246,completed
242,65,832380,Zanthoxylum ekmanii,3212,832380,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8492760779132,9.15330003280812,NA
181,65,832406,Trema integerrima,3212,832406,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8492591550775,9.15335544605804,NA
